Name,Mesh1,Mesh2,Mesh3,Mesh4,sfx1,sfx2,ID
沧海奔流·未期琴,(非魔柔音),(非魔柔音·一),,,LH_piano_061,RH_blade_060,,1869,
沧海奔流·穷汀刀,(紫光耿),(紫光耿·一),,,LH_BDdagger_017,RH_BDknife_017,,LH_BDshell_017,BDshelf_017,,2011,
覆雨翻云·素波棍,(诸佛摩诃),(诸佛摩诃·一),,,RH_wand_132,RH_wand_132,,1249,
覆雨翻云·明群笔,(青蛇碧风),(青蛇碧风·一),,,RH_brush_130,RH_brush_130,,1348,
覆雨翻云·匪霜笔,(青蛇碧风),(青蛇碧风·一),,,RH_brush_130,RH_brush_130,,1348,
覆雨翻云·斯微枪,(耀连城),(耀连城·一),,,RH_spear_118,RH_spear_118,,1449,
覆雨翻云·天休剑,(道冥一),(道冥一·一),,,RH_sword_259,RH_sword_259,,1645,
覆雨翻云·都荔剑,(道冥一),(道冥一·一),,,RH_sword_259,RH_sword_259,,1645,
覆雨翻云·驷马双剑,(宝剑化碧),(宝剑化碧·一),,,RH_sword_258,RH_sword_258,,974,
覆雨翻云·巨野双剑,(宝剑化碧),(宝剑化碧·一),,,RH_sword_258,RH_sword_258,,974,
覆雨翻云·慕思笛,(拔邪羽蛇),(拔邪羽蛇·一),,,D011089,D011089,,1909,
覆雨翻云·云间月笛,(拔邪羽蛇),(拔邪羽蛇·一),,,D011089,D011089,,1909,
覆雨翻云·重扃弩,(三十二相),(三十二相·一),,,RH_bow_071,RH_bow_071,,1083,
覆雨翻云·灵威弩,(三十二相),(三十二相·一),,,RH_bow_071,RH_bow_071,,1083,
覆雨翻云·烛明轻剑,(折剑刺蛟),(折剑刺蛟·一),,,RH_sword_260,RH_sword_260,,1650,
覆雨翻云·烛明重剑,(侠骨斩鲸),(侠骨斩鲸·一),,,D007347,D007347,,697,
覆雨翻云·芬哉棒,(穷通知命),(穷通知命·一),,,Lh_stick_024,RH_flagon_060,,1569,
覆雨翻云·保光弯刀,(世尊无上劫),(世尊无上劫·一),,,RH_knife_069,RH_knife_069,,1184,
覆雨翻云·云轻盾刀,(碧月昆吾),(碧月昆吾·一),,,LH_shield_060,RH_pike_061,,1757,
覆雨翻云·鹿鸣琴,(非魔柔音),(非魔柔音·一),,,LH_piano_061,RH_blade_060,,1869,
覆雨翻云·黄鹄别琴,(非魔柔音),(非魔柔音·一),,,LH_piano_061,RH_blade_060,,1869,
覆雨翻云·秋寂刀,(紫光耿),(紫光耿·一),,,LH_BDdagger_017,RH_BDknife_017,,LH_BDshell_017,BDshelf_017,,2011,
临河棍,(开国戒持),(开国戒持·一),(开国戒持·四),,,RH_wand_111b,RH_wand_111b,,1227,
盈觞笔,(红颜吹度),(红颜吹度·一),(红颜吹度·四),,,RH_brush_110b,RH_brush_110b,,1326,
原兽笔,(红颜吹度),(红颜吹度·一),(红颜吹度·四),,,RH_brush_110b,RH_brush_110b,,1326,
卿云枪,(眉绝巅),(眉绝巅·一),(眉绝巅·四),,,RH_spear_098b,RH_spear_098b,,1427,
崇明棒,(有穷无极),(有穷无极·一),(有穷无极·四),,,RH_sword_196b,RH_sword_196b,,1605,
星陈剑,(有穷无极),(有穷无极·一),(有穷无极·四),,,RH_sword_196b,RH_sword_196b,,1605,
万里兮双剑,(相思不苦),(相思不苦·一),(相思不苦·四),,,RH_sword_197b,RH_sword_197b,,952,
石粲双剑,(相思不苦),(相思不苦·一),(相思不苦·四),,,RH_sword_197b,RH_sword_197b,,952,
素景笛,(横吐诺然),(横吐诺然·一),(横吐诺然·四),,,D011069b,D011069b,,787,
禹迹笛,(横吐诺然),(横吐诺然·一),(横吐诺然·四),,,D011069b,D011069b,,787,
棹歌弩,(蚕鱼人烟),(蚕鱼人烟·一),(蚕鱼人烟·四),,,RH_bow_049b,RH_bow_049b,,1061,
弘于弩,(蚕鱼人烟),(蚕鱼人烟·一),(蚕鱼人烟·四),,,RH_bow_049b,RH_bow_049b,,1061,
允诚轻剑,(此夜相识),(此夜相识·一),(此夜相识·四),,,RH_sword_195b,RH_sword_195b,,1610,
贤善重剑,(贯川流),(贯川流·一),(贯川流·四),,,D007318b,D007318b,,676,
褰裳棒,(碧翠青香),(碧翠青香·一),(碧翠青香·四),,,Lh_stick_006,RH_flagon_040b,,1551,
木萋弯刀,(绝塞银蛇),(绝塞银蛇·一),(绝塞银蛇·四),,,RH_knife_046b,RH_knife_046b,,1162,
南薰盾刀,(千回梦),(千回梦·一),(千回梦·四),,,LH_shield_030b,RH_pike_030b,,1733,
升云琴,(闻人泣),,,LH_piano_026,RH_blade_006,,1826,
薄夜琴,(闻人泣),,,LH_piano_026,RH_blade_006,,1826,
逢白刀,(定山河),,,LH_BDdagger_002,RH_BDknife_002,,LH_BDshell_002,BDshelf_002,,2002,
翩燕棍,(开国戒持),(开国戒持·一),(开国戒持·四),,,RH_wand_111b,RH_wand_111b,,1227,
烛晨棍,(开国戒持),(开国戒持·一),(开国戒持·四),,,RH_wand_111b,RH_wand_111b,,1227,
山峨笔,(红颜吹度),(红颜吹度·一),(红颜吹度·四),,,RH_brush_110b,RH_brush_110b,,1326,
柏青笔,(红颜吹度),(红颜吹度·一),(红颜吹度·四),,,RH_brush_110b,RH_brush_110b,,1326,
秀渐枪,(眉绝巅),(眉绝巅·一),(眉绝巅·四),,,RH_spear_098b,RH_spear_098b,,1427,
严霜枪,(眉绝巅),(眉绝巅·一),(眉绝巅·四),,,RH_spear_098b,RH_spear_098b,,1427,
金景剑,(有穷无极),(有穷无极·一),(有穷无极·四),,,RH_sword_196b,RH_sword_196b,,1605,
西山剑,(有穷无极),(有穷无极·一),(有穷无极·四),,,RH_sword_196b,RH_sword_196b,,1605,
遗世双剑,(相思不苦),(相思不苦·一),(相思不苦·四),,,RH_sword_197b,RH_sword_197b,,952,
丹漆双剑,(相思不苦),(相思不苦·一),(相思不苦·四),,,RH_sword_197b,RH_sword_197b,,952,
洁雪笛,(横吐诺然),(横吐诺然·一),(横吐诺然·四),,,D011069b,D011069b,,787,
浴月笛,(横吐诺然),(横吐诺然·一),(横吐诺然·四),,,D011069b,D011069b,,787,
思归弩,(蚕鱼人烟),(蚕鱼人烟·一),(蚕鱼人烟·四),,,RH_bow_049b,RH_bow_049b,,1061,
虞夏弩,(蚕鱼人烟),(蚕鱼人烟·一),(蚕鱼人烟·四),,,RH_bow_049b,RH_bow_049b,,1061,
修容轻剑,(此夜相识),(此夜相识·一),(此夜相识·四),,,RH_sword_195b,RH_sword_195b,,1610,
自致重剑,(贯川流),(贯川流·一),(贯川流·四),,,D007318b,D007318b,,676,
须臾棒,(碧翠青香),(碧翠青香·一),(碧翠青香·四),,,Lh_stick_006,RH_flagon_040b,,1551,
金错弯刀,(绝塞银蛇),(绝塞银蛇·一),(绝塞银蛇·四),,,RH_knife_046b,RH_knife_046b,,1162,
山海隔弯刀,(绝塞银蛇),(绝塞银蛇·一),(绝塞银蛇·四),,,RH_knife_046b,RH_knife_046b,,1162,
履正盾刀,(千回梦),(千回梦·一),(千回梦·四),,,LH_shield_030b,RH_pike_030b,,1733,
江汉流盾刀,(千回梦),(千回梦·一),(千回梦·四),,,LH_shield_030b,RH_pike_030b,,1733,
明月琴,(闻人泣),,,LH_piano_026,RH_blade_006,,1826,
五羊琴,(闻人泣),,,LH_piano_026,RH_blade_006,,1826,
少间刀,(定山河),,,LH_BDdagger_002,RH_BDknife_002,,LH_BDshell_002,BDshelf_002,,2002,
志若鸿鹄·游鱼棍,(枯九折),(枯九折·一),,,RH_wand_115,RH_wand_115,,1229,
志若鸿鹄·浮音笔,(西游空山),(西游空山·一),,,RH_brush_114,RH_brush_114,,1328,
志若鸿鹄·肃凶笔,(西游空山),(西游空山·一),,,RH_brush_114,RH_brush_114,,1328,
志若鸿鹄·狐苍枪,(冥霜),(冥霜·一),,,RH_spear_102,RH_spear_102,,1429,
志若鸿鹄·君庭剑,(幻望仙歌),(幻望仙歌·一),,,RH_sword_209,RH_sword_209,,1607,
志若鸿鹄·乐帝剑,(幻望仙歌),(幻望仙歌·一),,,RH_sword_209,RH_sword_209,,1607,
志若鸿鹄·霜凤双剑,(昨日烦忧),(昨日烦忧·一),,,RH_sword_208,RH_sword_208,,954,
志若鸿鹄·春冠双剑,(昨日烦忧),(昨日烦忧·一),,,RH_sword_208,RH_sword_208,,954,
志若鸿鹄·月明笛,(卷烟涛),(卷烟涛·一),,,D011073,D011073,,789,
志若鸿鹄·悲松笛,(卷烟涛),(卷烟涛·一),,,D011073,D011073,,789,
志若鸿鹄·秋身弩,(千叶桃头),(千叶桃头·一),,,RH_bow_053,RH_bow_053,,1063,
志若鸿鹄·青麦弩,(千叶桃头),(千叶桃头·一),,,RH_bow_053,RH_bow_053,,1063,
志若鸿鹄·正德轻剑,(影乱指),(影乱指·一),,,RH_sword_210,RH_sword_210,,1612,
志若鸿鹄·武宅重剑,(朝夕劫雷),(朝夕劫雷·一),,,D007324,D007324,,678,
志若鸿鹄·春申棒,(满宫竹青),(满宫竹青·一),,,Lh_stick_010,RH_flagon_045,,1548,
志若鸿鹄·济士双刀,(金青明王),(金青明王·一),,,RH_knife_053,RH_knife_053,,1164,
志若鸿鹄·繁枝盾刀,(素娥冷),(素娥冷·一),,,LH_shield_018,RH_pike_018,,1718,
志若鸿鹄·悯云琴,(一生任性),,,LH_piano_022,RH_blade_003,,1822,
志若鸿鹄·练丝琴,(一生任性),,,LH_piano_022,RH_blade_003,,1822,
志若鸿鹄·树德刀,(斑斑化碧),,,LH_BDdagger_004,RH_BDknife_004,,LH_BDshell_004,BDshelf_004,,2004,
寻踪觅宝·须弥,(大圣乐土),,,RH_wand_137,RH_wand_137,,1246,
寻踪觅宝·观芥,(大圣乐土),,,RH_wand_137,RH_wand_137,,1246,
寻踪觅宝·岚照,(今时日文),,,RH_brush_135,RH_brush_135,,1345,
寻踪觅宝·烟露,(今时日文),,,RH_brush_135,RH_brush_135,,1345,
寻踪觅宝·紫塞,(百年涂炭),,,RH_spear_123,RH_spear_123,,1446,
寻踪觅宝·宛夜,(百年涂炭),,,RH_spear_123,RH_spear_123,,1446,
寻踪觅宝·玄明,(断源心体),,,RH_sword_274,RH_sword_274,,1642,
寻踪觅宝·忘尘,(断源心体),,,RH_sword_274,RH_sword_274,,1642,
寻踪觅宝·含秋,(芙蓉动),,,RH_sword_273,RH_sword_273,,971,
寻踪觅宝·忆月,(芙蓉动),,,RH_sword_273,RH_sword_273,,971,
寻踪觅宝·银钩,(唱彻金河),,,D011094,D011094,,1906,
寻踪觅宝·灵雀,(唱彻金河),,,D011094,D011094,,1906,
寻踪觅宝·飒影,(沧波瑟惧),,,RH_bow_076,RH_bow_076,,1080,
寻踪觅宝·疏星,(沧波瑟惧),,,RH_bow_076,RH_bow_076,,1080,
寻踪觅宝·轻侯,(鸿毛影),,,RH_sword_275,RH_sword_275,,1647,
寻踪觅宝·踏澜,(泰岳峰),,,D007375,D007375,,694,
寻踪觅宝·醉笑,(一身闲),,,Lh_stick_030,RH_flagon_066,,1566,
寻踪觅宝·灭星,(三昧逝),,,RH_knife_074,RH_knife_074,,1181,
寻踪觅宝·火琉,(三昧逝),,,RH_knife_074,RH_knife_074,,1181,
寻踪觅宝·九阙,(诸侯征勋),,,LH_shield_066,RH_pike_067,,1754,
寻踪觅宝·塞笛,(诸侯征勋),,,LH_shield_066,RH_pike_067,,1754,
寻踪觅宝·卧川,(贯日金声),,,LH_piano_067,RH_blade_001,,1866,
寻踪觅宝·斫桐,(贯日金声),,,LH_piano_067,RH_blade_001,,1866,
寻踪觅宝·巨霆,(化龙川),,,LH_BDdagger_015,RH_BDknife_015,,LH_BDshell_015,BDshelf_015,,2010,
依空棍,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
得生棍,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
观槿笔,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
重晴笔,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
北羽枪,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
雪涯枪,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
钟溪剑,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
楚霜剑,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
明榴双剑,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
寂花双剑,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
路远笛,(嘶魂吹),,,D011093,D011093,,1907,
霜轻笛,(嘶魂吹),,,D011093,D011093,,1907,
走月弩,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
深岚弩,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
归月轻剑,(雨师霜刃),,,RH_sword_270,RH_sword_270,,1648,
净光重剑,(侵不平),,,D007374,D007374,,695,
洛梦棒,(十丈青尘),,,Lh_stick_029,RH_flagon_065,,1567,
翠烟弯刀,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
流花弯刀,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
重壑刀,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
带霜刀,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
遁世琴,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
晚翠琴,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
醉忆南月,(红花夜),,,LH_BDdagger_030,RH_BDknife_030,,LH_BDshell_030,BDshelf_030,,2025,
无量大乘,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
闻生棍,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
泫露云花,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
落芙笔,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
飞雪惊,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
白狄枪,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
清淮剑,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
负霜剑,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
朱瑚风花,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
丹碧双剑,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
远树笛,(嘶魂吹),,,D011093,D011093,,1907,
清晓笛,(嘶魂吹),,,D011093,D011093,,1907,
沥露照月,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
千江孤舟,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
芳叶轻剑,(雨师霜刃),,,RH_sword_270,RH_sword_270,,1648,
问月重剑,(侵不平),,,D007374,D007374,,695,
月点珠心,(十丈青尘),,,Lh_stick_029,RH_flagon_065,,1567,
青丹弯刀,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
星津弯刀,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
朔雪度山,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
离关刀,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
听花琴,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
夜奏幽兰,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
微霜刀,(红花夜),,,LH_BDdagger_030,RH_BDknife_030,,LH_BDshell_030,BDshelf_030,,2025,
净生棍,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
奉意棍,(法净正觉),,,RH_wand_136,RH_wand_136,,1247,
白湘笔,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
兰沅笔,(风冻流云),,,RH_brush_134,RH_brush_134,,1346,
摇霜枪,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
擎空枪,(残星扬旗),,,RH_spear_122,RH_spear_122,,1447,
露寒秋,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
寂烟剑,(雪影凝辉),,,RH_sword_271,RH_sword_271,,1643,
湘沚双剑,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
绿菡双剑,(倩魂觉),,,RH_sword_272,RH_sword_272,,972,
雨桃朝烟,(嘶魂吹),,,D011093,D011093,,1907,
落杏惊鱼,(嘶魂吹),,,D011093,D011093,,1907,
星落弩,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
烟雪弩,(不知应刺),,,RH_bow_075,RH_bow_075,,1081,
扬晖轻剑,(雨师霜刃),,,RH_sword_270,RH_sword_270,,1648,
鸿音重剑,(侵不平),,,D007374,D007374,,695,
涵影棒,(十丈青尘),,,Lh_stick_029,RH_flagon_065,,1567,
夜有霜,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
渡秋河,(容若雕空),,,RH_knife_073,RH_knife_073,,1182,
檐露刀,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
金城刀,(破宵盈空),,,LH_shield_065,RH_pike_066,,1755,
鉴月琴,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
栖桐琴,(月深光清),,,LH_piano_066,RH_blade_001,,1867,
斟斗刀,(红花夜),,,LH_BDdagger_030,RH_BDknife_030,,LH_BDshell_030,BDshelf_030,,2025,
带阳棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
无住棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
闲雨笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
春英笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
别洛枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
雁南秋枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
蕴真剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
鹤舞剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
雨蕉声,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
绮影双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
沅桃笛,(白帝惊),,,D011088,D011088,,1908,
泛菱笛,(白帝惊),,,D011088,D011088,,1908,
风江弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
夜永弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
风庭轻剑,(千秋调剑),,,RH_sword_257,RH_sword_257,,1649,
杜若重剑,(死生一试),,,D007346,D007346,,696,
折花棒,(残樽盛雪),,,Lh_stick_023,RH_flagon_059,,1568,
空春弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
醉花莺,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
鼓闻刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
流思刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
飞素琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
净林琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
北星刀,(十六故臣),,,LH_BDdagger_025,RH_BDknife_025,,LH_BDshell_025,BDshelf_025,,2016,
出云棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
菩提正觉,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
远岫笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
竹见笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
川原枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
晓寒枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
轻湖剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
映雪剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
西杏双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
山楹双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
弄花笛,(白帝惊),,,D011088,D011088,,1908,
空林笛,(白帝惊),,,D011088,D011088,,1908,
雪鹭弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
幽萧弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
逐景轻剑,(千秋调剑),,,RH_sword_257,RH_sword_257,,1649,
暮楼重剑,(死生一试),,,D007346,D007346,,696,
荻洲棒,(残樽盛雪),,,Lh_stick_023,RH_flagon_059,,1568,
月珠弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
云色弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
悬月刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
行旌刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
琼文琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
清影琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
浩漫刀,(十六故臣),,,LH_BDdagger_025,RH_BDknife_025,,LH_BDshell_025,BDshelf_025,,2016,
离幻棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
定慧棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
澄风笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
云叶笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
迎侯枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
碎影枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
孤亭剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
秋池剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
绛染双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
碧璃双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
烟霜笛,(白帝惊),,,D011088,D011088,,1908,
南星笛,(白帝惊),,,D011088,D011088,,1908,
散冥弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
苍树弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
隐柳剑,(千秋调剑),,,RH_sword_257,RH_sword_257,,1649,
影清剑,(死生一试),,,D007346,D007346,,696,
云鲸棒,(残樽盛雪),,,Lh_stick_023,RH_flagon_059,,1568,
秋雾弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
晨阙弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
风雁刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
深云刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
天风环珮,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
猗兰琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
远光刀,(十六故臣),,,LH_BDdagger_025,RH_BDknife_025,,LH_BDshell_025,BDshelf_025,,2016,
虚业棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
无绝棍,(七宝华生),,,RH_wand_131,RH_wand_131,,1248,
侵云笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
烟蓝笔,(剪水入画),,,RH_brush_129,RH_brush_129,,1347,
洪沧枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
龙川枪,(云间卫),,,RH_spear_117,RH_spear_117,,1448,
朝真剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
闲鹿剑,(冥一相守),,,RH_sword_256,RH_sword_256,,1644,
莺时双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
楚枫双剑,(不禁流苏),,,RH_sword_255,RH_sword_255,,973,
重清笛,(白帝惊),,,D011088,D011088,,1908,
落梨笛,(白帝惊),,,D011088,D011088,,1908,
迷鸿弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
羽光弩,(紫气离魂),,,RH_bow_070,RH_bow_070,,1082,
雪吟轻剑,(千秋调剑),,,RH_sword_257,RH_sword_257,,1649,
岳歌重剑,(死生一试),,,D007346,D007346,,696,
穿霞棒,(残樽盛雪),,,Lh_stick_023,RH_flagon_059,,1568,
露叶弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
遥江弯刀,(诸乐光明),,,RH_knife_068,RH_knife_068,,1183,
月白刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
曜寒刀,(曲江封塞),,,LH_shield_059,RH_pike_060,,1756,
颐真琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
韵磬琴,(江上三千曲),,,LH_piano_060,RH_blade_059,,1868,
星极东溟,(十六故臣),,,LH_BDdagger_025,RH_BDknife_025,,LH_BDshell_025,BDshelf_025,,2016,
浮心·劫,,,RH_wand_130,RH_wand_130,,,S_少林95橙武攻击_01,1245,
莲华·缘,,,RH_wand_129,RH_wand_129,,,S_少林95橙武防御_01,1244,
墨颠,,,RH_brush_128,RH_brush_128,,,W_万花95级橙武攻击01,1344,
兰亭香雪,,,RH_brush_127,RH_brush_127,,,W_万花95级橙武治疗01,1343,
紫龙寂地,,,RH_spear_115,RH_spear_115,,,T_天策95橙武攻击_01,1444,
吞虹,,,RH_spear_116,RH_spear_116,,,T_天策95橙武防御_01,1445,
渊微指玄,,,RH_sword_250,RH_sword_250,shell_250,,q_气纯橙武95,1639,
周流星位,,,RH_sword_249,RH_sword_249,shell_249,,j_剑纯橙武95,1640,
九天悬梦,,,RH_sword_251,RH_sword_252,,Q_七秀95级橙武伤害_01,Q_七秀95级橙武伤害_02,969,
寒声·寂影,,,RH_sword_253,RH_sword_254,,Q_七秀95级橙武治疗_01,Q_七秀95级橙武治疗_02,970,
绛玉拨云,,,D011087,D011087,,,W_五毒95级橙武攻击01,1905,
灵知,,,D011086,D011086,,,W_五毒95级橙武治疗01,1904,
造化异轨,,,RH_bow_069,RH_bow_069,,,T_唐门95级橙武_天罗,1079,
碎屏沉星,,,RH_bow_068,RH_bow_068,,,T_唐门95级橙武_惊羽,1078,
西天聆雪,,,RH_sword_248,RH_sword_248,,,C_藏剑95级橙武轻剑01,1641,
弱水,,,D007345,D007345,,,C_藏剑95级橙武重剑01,693,
涯风嘲雨,,,Lh_stick_022,RH_flagon_058,,G_丐帮95级橙武棍_01,G_丐帮95级橙罐_01,1565,
残月惊天,,,RH_knife_067,RH_knife_067b,,m_明教95攻击蓝,m_明教95攻击红,1180,
执手,,,RH_knife_066,RH_knife_066b,,m_明教95防御蓝,m_明教95防御黄,1179,
